院校名称,院校代码,所在地区,院校主管部门,院校层次,院校满意度
湖南文理学院芙蓉学院,12657,湖南,湖南省教育厅,本科,4.0
湖南理工学院南湖学院,12658,湖南,湖南省教育厅,本科,4.0
衡阳师范学院南岳学院,12659,湖南,湖南省教育厅,本科,3.7
湖南工程学院应用技术学院,12660,湖南,湖南省教育厅,本科,3.6
湖南中医药大学湘杏学院,12661,湖南,湖南省教育厅,本科,N/A
张家界学院,12662,湖南,湖南省教育厅,本科,4.1
湖南环境生物职业技术学院,12739,湖南,湖南省教育厅,高职(专科),4.0
湖南邮电职业技术学院,12845,湖南,湖南省教育厅,高职(专科),3.9
湘潭医卫职业技术学院,12846,湖南,湖南省教育厅,高职(专科),3.6
郴州职业技术学院,12847,湖南,湖南省教育厅,高职(专科),4.0
娄底职业技术学院,12848,湖南,湖南省教育厅,高职(专科),3.9
张家界航空工业职业技术学院,12849,湖南,湖南省教育厅,高职(专科),3.5
长沙环境保护职业技术学院,13031,湖南,湖南省教育厅,高职(专科),4.0
湖南艺术职业学院,13032,湖南,湖南省教育厅,高职(专科),4.0
湖南机电职业技术学院,13033,湖南,湖南省教育厅,高职(专科),4.0
长沙职业技术学院,13036,湖南,湖南省教育厅,高职(专科),3.5
怀化职业技术学院,13037,湖南,湖南省教育厅,高职(专科),3.8
岳阳职业技术学院,13038,湖南,湖南省教育厅,高职(专科),4.0
常德职业技术学院,13039,湖南,湖南省教育厅,高职(专科),4.0
长沙南方职业学院,13041,湖南,湖南省教育厅,高职(专科),3.6
潇湘职业学院,13042,湖南,湖南省教育厅,高职(专科),3.4
湖南化工职业技术学院,13043,湖南,湖南省教育厅,高职(专科),3.9
湖南城建职业技术学院,13044,湖南,湖南省教育厅,高职(专科),3.6
湖南石油化工职业技术学院,13045,湖南,湖南省教育厅,高职(专科),3.6
长沙理工大学城南学院,13635,湖南,湖南省教育厅,本科,3.8
湖南中医药高等专科学校,13802,湖南,湖南省教育厅,高职(专科),3.7
湖南民族职业学院,13804,湖南,湖南省教育厅,高职(专科),3.8
湘西民族职业技术学院,13805,湖南,湖南省教育厅,高职(专科),4.1
长沙师范学院,13806,湖南,湖南省教育厅,本科,3.9
湖南财经工业职业技术学院,13807,湖南,湖南省教育厅,高职(专科),4.0
益阳职业技术学院,13808,湖南,湖南省教育厅,高职(专科),3.6
湖南应用技术学院,13809,湖南,湖南省教育厅,本科,3.6
湖南信息学院,13836,湖南,湖南省教育厅,本科,3.4
湖南工艺美术职业学院,13921,湖南,湖南省教育厅,高职(专科),4.2
湖南九嶷职业技术学院,13922,湖南,湖南省教育厅,高职(专科),3.4
湖南理工职业技术学院,13923,湖南,湖南省教育厅,高职(专科),3.8
湖南交通工程学院,13924,湖南,湖南省教育厅,本科,3.0
湖南软件职业技术大学,13925,湖南,湖南省教育厅,本科,3.5
湖南汽车工程职业大学,13937,湖南,湖南省教育厅,本科,4.1
长沙电力职业技术学院,13938,湖南,湖南省教育厅,高职(专科),4.2
湖南水利水电职业技术学院,13939,湖南,湖南省教育厅,高职(专科),3.8
湖南现代物流职业技术学院,13940,湖南,湖南省教育厅,高职(专科),3.9
湖南高速铁路职业技术学院,13941,湖南,湖南省教育厅,高职(专科),3.9
湖南铁路科技职业技术学院,13942,湖南,湖南省教育厅,高职(专科),3.9
湖南安全技术职业学院,14025,湖南,湖南省教育厅,高职(专科),3.5
湖南电气职业技术学院,14071,湖南,湖南省教育厅,高职(专科),3.5
湖南外国语职业学院,14072,湖南,湖南省教育厅,高职(专科),3.2
益阳医学高等专科学校,14097,湖南,湖南省教育厅,高职(专科),3.9
湖南都市职业学院,14121,湖南,湖南省教育厅,高职(专科),2.5
湖南电子科技职业学院,14122,湖南,湖南省教育厅,高职(专科),2.4
湖南国防工业职业技术学院,14182,湖南,湖南省教育厅,高职(专科),3.2
湖南高尔夫旅游职业学院,14309,湖南,湖南省教育厅,高职(专科),3.2
湖南工商职业学院,14310,湖南,湖南省教育厅,高职(专科),2.2
湖南三一工业职业技术学院,14322,湖南,湖南省教育厅,高职(专科),2.6
长沙卫生职业学院,14358,湖南,湖南省教育厅,高职(专科),4.1
湖南食品药品职业学院,14359,湖南,湖南省教育厅,高职(专科),3.6
湖南有色金属职业技术学院,14360,湖南,湖南省教育厅,高职(专科),3.8
湖南吉利汽车职业技术学院,14406,湖南,湖南省教育厅,高职(专科),3.0
湖南幼儿师范高等专科学校,14468,湖南,湖南省教育厅,高职(专科),3.8
湘南幼儿师范高等专科学校,14495,湖南,湖南省教育厅,高职(专科),4.0
湖南劳动人事职业学院,14508,湖南,湖南省教育厅,高职(专科),4.1
怀化师范高等专科学校,14663,湖南,湖南省教育厅,高职(专科),N/A
永州师范高等专科学校,14690,湖南,湖南省教育厅,高职(专科),N/A
衡阳幼儿师范高等专科学校,14691,湖南,湖南省教育厅,高职(专科),N/A
长沙幼儿师范高等专科学校,14692,湖南,湖南省教育厅,高职(专科),N/A
益阳师范高等专科学校,14774,湖南,湖南省教育厅,高职(专科),N/A
娄底幼儿师范高等专科学校,14775,湖南,湖南省教育厅,高职(专科),N/A
常德科技职业技术学院,14814,湖南,湖南省教育厅,高职(专科),N/A
邵阳工业职业技术学院,14815,湖南,湖南省教育厅,高职(专科),N/A
长沙轨道交通职业学院,14816,湖南,湖南省教育厅,高职(专科),N/A
长沙文创艺术职业学院,14817,湖南,湖南省教育厅,高职(专科),N/A
岳阳现代服务职业学院,14818,湖南,湖南省教育厅,高职(专科),N/A
郴州思科职业学院,14819,湖南,湖南省教育厅,高职(专科),N/A
衡阳科技职业学院,14820,湖南,湖南省教育厅,高职(专科),N/A
怀化工商职业技术学院,14867,湖南,湖南省教育厅,高职(专科),N/A
湘中幼儿师范高等专科学校,15496,湖南,湖南省教育厅,高职(专科),N/A
株洲市职工大学,50788,湖南,湖南省教育厅,高职(专科),N/A
国防科技大学,91002,湖南,中央军委训练管理部,本科,N/A
中山大学,10558,广东,教育部,本科,4.5
暨南大学,10559,广东,国务院侨务办公室,本科,4.1
汕头大学,10560,广东,广东省教育厅,本科,4.4
华南理工大学,10561,广东,教育部,本科,4.3
华南农业大学,10564,广东,广东省教育厅,本科,4.2
广东海洋大学,10566,广东,广东省教育厅,本科,4.0
广州医科大学,10570,广东,广东省教育厅,本科,3.8
广东医科大学,10571,广东,广东省教育厅,本科,4.0
广州中医药大学,10572,广东,广东省教育厅,本科,3.7
广东药科大学,10573,广东,广东省教育厅,本科,3.8
华南师范大学,10574,广东,广东省教育厅,本科,4.0
韶关学院,10576,广东,广东省教育厅,本科,4.0
惠州学院,10577,广东,广东省教育厅,本科,4.0
韩山师范学院,10578,广东,广东省教育厅,本科,3.7
岭南师范学院,10579,广东,广东省教育厅,本科,3.9
肇庆学院,10580,广东,广东省教育厅,本科,4.1
嘉应学院,10582,广东,广东省教育厅,本科,4.1
广州体育学院,10585,广东,广东省教育厅,本科,4.0
广州美术学院,10586,广东,广东省教育厅,本科,4.3
星海音乐学院,10587,广东,广东省教育厅,本科,4.5
广东技术师范大学,10588,广东,广东省教育厅,本科,3.7
深圳大学,10590,广东,广东省教育厅,本科,4.6
广东财经大学,10592,广东,广东省教育厅,本科,4.0
广东白云学院,10822,广东,广东省教育厅,本科,3.3
顺德职业技术学院,10831,广东,广东省教育厅,高职(专科),4.4
广东轻工职业技术大学,10833,广东,广东省教育厅,本科,4.1
广东交通职业技术学院,10861,广东,广东省教育厅,高职(专科),3.6
广东水利电力职业技术学院,10862,广东,广东省教育厅,高职(专科),4.1
潮汕职业技术学院,10965,广东,广东省教育厅,高职(专科),3.1
广州大学,11078,广东,广东省教育厅,本科,4.0
广州航海学院,11106,广东,广东省教育厅,本科,3.6
广东警官学院,11110,广东,广东省教育厅,本科,4.1
深圳职业技术大学,11113,广东,广东省教育厅,本科,4.5
广东南华工商职业学院,11114,广东,广东省教育厅,高职(专科),3.6
私立华联学院,11121,广东,广东省教育厅,高职(专科),3.8
仲恺农业工程学院,11347,广东,广东省教育厅,本科,3.7
五邑大学,11349,广东,广东省教育厅,本科,4.0
广东金融学院,11540,广东,广东省教育厅,本科,4.1
电子科技大学中山学院,11545,广东,广东省教育厅,本科,3.9
广东石油化工学院,11656,广东,广东省教育厅,本科,3.9
东莞理工学院,11819,广东,广东省教育厅,本科,4.1
广东工业大学,11845,广东,广东省教育厅,本科,3.9
广东外语外贸大学,11846,广东,广东省教育厅,本科,4.1
佛山大学,11847,广东,广东省教育厅,本科,3.9
广州民航职业技术学院,12040,广东,中国民用航空局,高职(专科),3.6
广州番禺职业技术学院,12046,广东,广东省教育厅,高职(专科),4.1
广东培正学院,12059,广东,广东省教育厅,本科,4.3
广东松山职业技术学院,12060,广东,广东省教育厅,高职(专科),3.7
南方医科大学,12121,广东,广东省教育厅,本科,4.1
广东农工商职业技术学院,12322,广东,广东省教育厅,高职(专科),3.7
广东新安职业技术学院,12325,广东,广东省教育厅,高职(专科),3.0
佛山职业技术学院,12327,广东,广东省教育厅,高职(专科),4.1
广东科学技术职业学院,12572,广东,广东省教育厅,高职(专科),4.2
广东食品药品职业学院,12573,广东,广东省教育厅,高职(专科),3.6
广东东软学院,12574,广东,广东省教育厅,本科,4.1
广州康大职业技术学院,12575,广东,广东省教育厅,高职(专科),3.9
珠海艺术职业学院,12576,广东,广东省教育厅,高职(专科),N/A
广东行政职业学院,12577,广东,广东省教育厅,高职(专科),3.9
广东体育职业技术学院,12578,广东,广东省教育厅,高职(专科),3.3
广州城市理工学院,12617,广东,广东省教育厅,本科,4.0
广州软件学院,12618,广东,广东省教育厅,本科,3.9
广州南方学院,12619,广东,广东省教育厅,本科,3.8
广东外语外贸大学南国商学院,12620,广东,广东省教育厅,本科,3.5
广州华商学院,12621,广东,广东省教育厅,本科,3.3
湛江科技学院,12622,广东,广东省教育厅,本科,4.1
华南农业大学珠江学院,12623,广东,广东省教育厅,本科,3.0
广州理工学院,12668,广东,广东省教育厅,本科,3.6
广东职业技术学院,12736,广东,广东省教育厅,高职(专科),3.3
广东建设职业技术学院,12741,广东,广东省教育厅,高职(专科),3.6
广东女子职业技术学院,12742,广东,广东省教育厅,高职(专科),4.4
广东机电职业技术学院,12743,广东,广东省教育厅,高职(专科),3.9
广东岭南职业技术学院,12749,广东,广东省教育厅,高职(专科),3.6
汕尾职业技术学院,12765,广东,广东省教育厅,高职(专科),3.6
罗定职业技术学院,12770,广东,广东省教育厅,高职(专科),3.9
阳江职业技术学院,12771,广东,广东省教育厅,高职(专科),3.7
河源职业技术学院,12772,广东,广东省教育厅,高职(专科),4.2
广东邮电职业技术学院,12953,广东,广东省教育厅,高职(专科),3.6
汕头职业技术学院,12954,广东,广东省教育厅,高职(专科),3.5
揭阳职业技术学院,12956,广东,广东省教育厅,高职(专科),3.5
深圳信息职业技术学院,12957,广东,广东省教育厅,高职(专科),4.4
清远职业技术学院,12958,广东,广东省教育厅,高职(专科),3.8
广东工贸职业技术学院,12959,广东,广东省教育厅,高职(专科),3.6
广东司法警官职业学院,12960,广东,广东省教育厅,高职(专科),3.3
广东亚视演艺职业学院,12961,广东,广东省教育厅,高职(专科),3.4
广东省外语艺术职业学院,12962,广东,广东省教育厅,高职(专科),3.8
广州华立学院,13656,广东,广东省教育厅,本科,2.7
广州应用科技学院,13657,广东,广东省教育厅,本科,3.5
广州商学院,13667,广东,广东省教育厅,本科,3.3
北京理工大学珠海学院,13675,广东,广东省教育厅,本科,4.1
珠海科技学院,13684,广东,广东省教育厅,本科,4.4
广东文艺职业学院,13707,广东,广东省教育厅,高职(专科),3.7
广州体育职业技术学院,13708,广东,广东省教育厅,高职(专科),4.1
广州工程技术职业学院,13709,广东,广东省教育厅,高职(专科),3.9
中山火炬职业技术学院,13710,广东,广东省教育厅,高职(专科),4.1
江门职业技术学院,13711,广东,广东省教育厅,高职(专科),3.9
茂名职业技术学院,13712,广东,广东省教育厅,高职(专科),3.8
珠海城市职业技术学院,13713,广东,广东省教育厅,高职(专科),3.9
广州工商学院,13714,广东,广东省教育厅,本科,3.5
广州涉外经济职业技术学院,13715,广东,广东省教育厅,高职(专科),3.4
广州南洋理工职业学院,13716,广东,广东省教育厅,高职(专科),3.3
广州科技职业技术大学,13717,广东,广东省教育厅,本科,3.0
惠州经济职业技术学院,13718,广东,广东省教育厅,高职(专科),3.7
广东科技学院,13719,广东,广东省教育厅,本科,3.9
广东理工学院,13720,广东,广东省教育厅,本科,3.4
广东工商职业技术大学,13721,广东,广东省教育厅,本科,3.2
肇庆医学院,13810,广东,广东省教育厅,本科,3.5
东莞城市学院,13844,广东,广东省教育厅,本科,3.7
广州新华学院,13902,广东,广东省教育厅,本科,3.7
广州现代信息工程职业技术学院,13912,广东,广东省教育厅,高职(专科),N/A
广东理工职业学院,13919,广东,广东省教育厅,高职(专科),3.5
广州华南商贸职业学院,13927,广东,广东省教育厅,高职(专科),N/A
广州华立科技职业学院,13928,广东,广东省教育厅,高职(专科),N/A
广州城市职业学院,13929,广东,广东省教育厅,高职(专科),3.7
广东工程职业技术学院,13930,广东,广东省教育厅,高职(专科),3.3
广州铁路职业技术学院,13943,广东,广东省教育厅,高职(专科),3.4
广东科贸职业学院,14063,广东,广东省教育厅,高职(专科),3.8
广州科技贸易职业学院,14065,广东,广东省教育厅,高职(专科),3.5
中山职业技术学院,14066,广东,广东省教育厅,高职(专科),4.1
广州珠江职业技术学院,14123,广东,广东省教育厅,高职(专科),3.1
广州松田职业学院,14125,广东,广东省教育厅,高职(专科),3.8
广东文理职业学院,14126,广东,广东省教育厅,高职(专科),3.6
广州城建职业学院,14136,广东,广东省教育厅,高职(专科),3.9
东莞职业技术学院,14263,广东,广东省教育厅,高职(专科),4.1
